"Comment","Designator","Footprint","LCSC"
"10uF/10V","C1","library:C_0603_1608Metric","C19702"
"0.1uF/16V","C2","library:C_0402_1005Metric","C1525"
"10k","R1","library:R_0402_1005Metric","C25744"
"10k","R2","library:R_0402_1005Metric","C25744"
"M24LR64E","U1","library:SOIC-8_3.9x4.9mm_P1.27mm","C157372"
