"Value","Designator","Footprint","LCSC"
"0R,DSI_IN,DSI_OUT","J1,J2,R1-R6","lib:AliExpress_1x22_P0.5mm_Horizontal_Drawer,lib:AliExpress_1x34_P0.5mm_Horizontal_Drawer,lib:R_0603_1608Metric",""
