"Comment","Designator","Footprint","LCSC"
"DSI_IN","J1","lib:AliExpress_1x22_P0.5mm_Horizontal_Drawer",""
"DSI_OUT","J2","lib:AliExpress_1x34_P0.5mm_Horizontal_Drawer",""
"0R","R1","lib:R_0603_1608Metric",""
"0R","R2","lib:R_0603_1608Metric",""
"0R","R3","lib:R_0603_1608Metric",""
"0R","R4","lib:R_0603_1608Metric",""
"0R","R5","lib:R_0603_1608Metric",""
"0R","R6","lib:R_0603_1608Metric",""
