Ref,Val,Package,PosX,PosY,Rot,Side
"D1","LED","LED_0805_2012Metric",-37.000000,-34.000000,90.000000,top
"D2","LED","LED_0805_2012Metric",-37.000000,34.000000,270.000000,top
