Ref,Val,Package,PosX,PosY,Rot,Side
"C1","10uF/10V","C_0603_1608Metric",88.350416,-134.085697,135.000000,bottom
"C2","0.1uF/16V","C_0402_1005Metric",89.923728,-132.830583,135.000000,bottom
"R1","10k","R_0402_1005Metric",94.166369,-124.345301,-45.000000,bottom
"R2","10k","R_0402_1005Metric",95.580583,-122.931088,-45.000000,bottom
"U1","M24LR64E","SOIC-8_3.9x4.9mm_P1.27mm",91.337942,-128.587942,-45.000000,bottom
